15
100	0.0015076083 0.023395238 0.00082921185 0.0031632781 -0.00047307121 0.098753308 0.046970137 0.05034998 0.024327609 -0.0026013907 -0.0029321742 -0.0064109982 0.010778285 -6.563512e-05 -0.009486862 	0.073963236	2.0192224
200	-0.001998582 0.036427946 -0.0070460641 -0.0057015482 -0.0010359446 0.18103814 0.078979275 0.084125442 0.042307184 -0.023499273 -0.027603494 -0.019520712 -0.012767854 -0.0048666777 -0.0086369339 	-0.13434758	0.020687059
300	-0.0047222457 0.03458237 -0.014524647 -0.01289248 -0.0022651422 0.22545348 0.090545509 0.10001089 0.046262794 -0.027353215 -0.039412728 -0.03319617 -0.020631822 -0.0030422522 -0.013568959 	-0.14960994	0.023598028
400	-0.0086314084 0.020498817 -0.023678022 -0.021243056 -0.0022247187 0.23972118 0.085408203 0.10149992 0.043344397 -0.023383508 -0.043229287 -0.044169477 -0.018428842 0.0028893529 -0.0092924631 	-0.15596786	0.0090107459
500	-0.013230095 -0.0010556555 -0.033408726 -0.030945398 -0.0012468477 0.24126211 0.073330906 0.09614399 0.037186886 -0.012523033 -0.04171461 -0.051353012 -0.011745273 0.0020524539 -0.0062394788 	-0.1647901	0.27332553
600	-0.017577781 -0.016463067 -0.043664874 -0.04145155 -0.00038238474 0.24586488 0.060385598 0.090796887 0.034181434 -0.0041954507 -0.040291957 -0.051212996 -0.0047454857 0.00030586074 -0.0047558202 	-0.16690881	0.050101207
700	-0.021261179 -0.021001979 -0.054070788 -0.052719844 -0.0001854964 0.25897947 0.049451325 0.087584514 0.035606448 0.00015002214 -0.040676574 -0.044584938 -0.0015577033 0.00011130796 -0.0053846483 	-0.17024362	0.052072385
800	-0.024202303 -0.019024405 -0.063622231 -0.063885262 -0.00016852927 0.27579639 0.040062949 0.085697596 0.037762576 -1.6341244e-05 -0.038438358 -0.036085713 -0.00031355759 0 -0.0071698671 	-0.17286022	0.88238954
900	-0.026564365 -0.013926196 -0.071646526 -0.074718669 0 0.288872 0.030254667 0.082241917 0.036570343 -5.1705855e-06 -0.030771294 -0.030075796 -0.00050434669 0 -0.0080919209 	-0.17456847	1.0146161
1000	-0.028420734 -0.0071453034 -0.078258105 -0.085509529 0 0.29579519 0.018984838 0.07563029 0.031220187 0.00045261919 -0.01952737 -0.027773731 6.3767157e-06 0 -0.0069490251 	-0.17670956	1.4809436
1100	-0.029409051 0.0016610756 -0.082963936 -0.095970835 0 0.30071164 0.0088634322 0.067823236 0.023932839 0.0013313893 -0.0068517988 -0.026830577 0 0 -0.0058474928 	-0.17805198	0.041837992
1200	-0.029207102 0.0015619851 -0.086023153 -0.10568928 0 0.30807948 0.0014773506 0.061330156 0.017883315 0.0013046253 0.0023143632 -0.024340558 0 3.3853388e-06 -0.0045471077 	-0.17804311	0.27089813
1300	-0.027262877 -0.0031580438 -0.086603865 -0.11274314 0 0.3200509 0.00089160206 0.059672545 0.014313572 0.0034218202 -0.0017143019 -0.019252692 9.7720159e-05 0.0011990433 -0.0049867216 	-0.17863888	0.037592589
1400	-0.024062102 -0.0015230029 -0.086442564 -0.11644735 0 0.32944497 -0.00013087546 0.061121436 0.010253514 0.00079922134 -0.0040428075 -0.016334406 0.0010759809 0.003122118 -0.0053821187 	-0.1783016	0.12471126
1500	-0.020289746 -0.00040966547 -0.08561284 -0.1187303 0 0.33023523 -8.4365823e-05 0.060494828 0.0035126171 0.00037469403 0.00016679178 -0.016926392 -0.00029061565 0.0031178599 -0.0045827262 	-0.17878316	0.47864897
1600	-0.015952632 -0.0011679263 -0.084411525 -0.11997605 0 0.32495387 0.00022453856 0.058334087 -0.0006719847 0.0013117471 -0.00083048075 -0.018149751 0.0017311239 0.0032470515 -0.0025381215 	-0.17883052	0.060113468
1700	-0.010862536 -0.00029913987 -0.082635829 -0.11984834 0 0.31975054 0.00038959818 0.058077886 0.0052571355 0.0011165035 -0.00051789679 -0.018406332 0.00088375399 0.0047915961 -0.0045057117 	-0.17920838	0.098894321
1800	-0.0051463525 0.00023746573 -0.08057573 -0.11852435 0 0.31685346 0.0013047565 0.060779986 0.01039449 0.00044656959 -0.00081386329 -0.019395854 0.00023481944 0.0059547132 -0.005771557 	-0.17925818	0.052904371
1900	0.00052221477 -0.00030217115 -0.078924983 -0.1175287 0 0.31486339 0.00032515893 0.063922879 0.013466753 0.00012138667 -0.0013551447 -0.022336385 -0.00014164562 0.0043158397 -0.0047652004 	-0.17926996	0.069418474
2000	-0.0025980854 -4.3819834e-05 -0.07762851 -0.11776545 0 0.31319237 0.00097438838 0.065954565 0.014575594 1.0051095e-05 7.4878753e-05 -0.025367034 -3.6237436e-06 0.00037515843 -0.0050100723 	-0.17936928	0.42578243
2100	-0.0061680943 -6.9237091e-05 -0.076530139 -0.11899171 0 0.31216593 0.001233525 0.066981163 0.015677043 2.8760431e-08 -0.00099364931 -0.025291104 0 0.0016168278 -0.0050529491 	-0.1793472	1.7040353
2200	-0.0083299162 0 -0.075475551 -0.12094628 0 0.31183112 0.00023435286 0.06720379 0.016336646 0 -0.00067755766 -0.02317261 0 0.0036275288 -0.0051434727 	-0.17933587	0.086349182
2300	-0.0093999606 0 -0.074922609 -0.12379908 0 0.31200465 0.0007759954 0.066379 0.015350451 0 3.0855962e-05 -0.021972735 0 0.0027760614 -0.0056020523 	-0.17936434	0.036692673
2400	-0.0092098954 0 -0.074602377 -0.12622183 0 0.3134753 0.00036261156 0.066571826 0.013567784 0 6.7763707e-06 -0.021626779 0 0.001047017 -0.0048427111 	-0.17940484	0.6589554
2500	-0.0076930401 0 -0.074157345 -0.12731458 0 0.31590893 1.5003188e-05 0.068746651 0.011576146 0 -1.2207973e-05 -0.021177039 0 0.00061106918 -0.0045927311 	-0.17943117	0.34693754
2600	-0.0054824208 0 -0.074965737 -0.12857002 0 0.31603779 0 0.069522028 0.0089414139 0 -0.00052482816 -0.021246313 0 0.00077362638 -0.0042712571 	-0.17946916	0.010302642
2700	-0.0024548642 0 -0.076226417 -0.12955632 0 0.31475485 0 0.0696791 0.0065098084 0 -0.000156684 -0.020614614 0 0.0022253039 -0.0041904753 	-0.17953601	0.04363415
2800	0.00014076453 0 -0.077394857 -0.13016307 0 0.31384069 0 0.070054379 0.0048494827 0 -0.00010237703 -0.019178864 0 0.0043481704 -0.0041222231 	-0.17953481	0.20158254
2900	-0.0026662897 0 -0.07856299 -0.13086832 0 0.31387418 0 0.070268451 0.003586985 0 0 -0.018307024 0 0.005243536 -0.0039098248 	-0.17950615	0.0076172902
3000	-0.003892925 0 -0.079206525 -0.13133981 0 0.31532373 0 0.070793888 0.0027136263 0 0 -0.018143504 0 0.0046487379 -0.0039995412 	-0.17950585	0.0022588508
