15
100	0.0087187561 0.01667827 0.016389514 0.021561571 0.031266679 0.047802086 0.030020123 0.033341424 0.061813834 0.042758776 0.041601421 0.067329156 0.067725074 0.07554184 0.094723753 	-1.2992019	0.0086905516
200	0.0057262516 0.013362929 0.0022505319 0.017704507 0.051599999 0.045685234 0.0055060107 0.018124046 0.1146931 -0.015527239 0.01679622 0.10928069 0.057643864 0.14585437 0.12820426 	-1.6658555	0.073307311
300	0.0018196157 0.0080161871 -0.0052453929 0.014315068 0.074805925 0.039529933 -0.015404592 -0.0042954629 0.18293612 -0.028092368 0.012325833 0.17168149 0.05047711 0.24418457 0.12864044 	-1.9278992	0.073260183
400	-0.0047649434 -0.00033404874 -0.012170931 0.0057116887 0.090353447 0.029414668 -0.033605836 -0.034854553 0.25065642 -0.021277706 0.012845698 0.22099859 0.025520514 0.34665469 0.071440042 	-2.1472874	0.14839054
500	-0.011040278 -0.0026464737 -0.019547444 1.2271282e-05 0.097419819 0.042026932 -0.03692533 -0.047162302 0.31579511 -0.019850971 0.02633497 0.24511621 0.011322985 0.44807832 -0.029562687 	-2.3313161	4.7355392
600	-0.017102178 -0.0033148125 -0.030649293 -0.0026252631 0.10695652 0.055567987 -0.042558899 -0.051091492 0.3830376 -0.03962799 0.042420166 0.25548592 0.0092554793 0.54999542 -0.072910763 	-2.4004335	0.011875472
700	-0.024353112 -0.008408268 -0.044394012 -0.0067126524 0.11701557 0.050079821 -0.058695825 -0.063174263 0.44354378 -0.063180604 0.058563023 0.25026695 0.0017127518 0.64059822 -0.051195488 	-2.4326537	0.018344034
800	-0.032386011 -0.01370295 -0.055028075 -0.0094614944 0.11351948 0.044443494 -0.071381012 -0.071347298 0.48537447 -0.0585798 0.08577092 0.22165091 -0.0011764587 0.7079983 -0.08415378 	-2.4581568	0.087676083
900	-0.041110684 -0.018316729 -0.06669911 -0.016417488 0.10888392 0.045025063 -0.08375398 -0.079879181 0.51939497 -0.049756522 0.10052037 0.18641348 -0.021212585 0.75768028 -0.073833075 	-2.4751999	0.012305319
1000	-0.050116109 -0.022123939 -0.078727677 -0.023879288 0.099904858 0.052652275 -0.095821612 -0.086608391 0.54481691 -0.038677526 0.10966065 0.14386067 -0.039245918 0.79236957 -0.060292461 	-2.4836685	0.0046679343
1100	-0.058846091 -0.025229476 -0.088955068 -0.028990245 0.085435244 0.065173012 -0.10629172 -0.090557623 0.56200824 -0.019735539 0.12065149 0.098183345 -0.041708158 0.81648627 -0.071636263 	-2.4900964	0.0078466407
1200	-0.067641561 -0.028842865 -0.10027761 -0.036277672 0.07329346 0.076161745 -0.11909974 -0.097571078 0.5772678 -0.0090051703 0.11745684 0.061514467 -0.046254233 0.83390099 -0.053358096 	-2.4939892	0.012084782
1300	-0.07601235 -0.032335326 -0.10913659 -0.043523927 0.060361262 0.085708857 -0.12969049 -0.10511369 0.58932155 0.0080316165 0.10909592 0.036539475 -0.044800587 0.84712854 -0.048072772 	-2.4947575	0.024464807
1400	-0.084187527 -0.035808412 -0.11688814 -0.050612469 0.046837326 0.093188996 -0.13896951 -0.1126258 0.59910235 0.022136755 0.095364438 0.022328562 -0.037026941 0.85817162 -0.055179456 	-2.4959737	0.0044583498
1500	-0.091988741 -0.038891244 -0.12382466 -0.057589426 0.035739265 0.099273146 -0.14660067 -0.11972131 0.60978571 0.029940364 0.076380408 0.022444617 -0.025140184 0.86981141 -0.050733376 	-2.4989387	0.0054865797
1600	-0.099829429 -0.042024733 -0.13039457 -0.064313828 0.024287477 0.10304804 -0.15295375 -0.12625805 0.61888234 0.032322729 0.056369779 0.029097015 -0.01020257 0.88054072 -0.049209854 	-2.5008455	0.015841385
1700	-0.10766912 -0.04500444 -0.13531637 -0.070613171 0.011100137 0.10522581 -0.15615281 -0.13166871 0.62534332 0.03754933 0.040233005 0.038569582 0.005204728 0.88939662 -0.057698879 	-2.5020499	0.023730746
1800	-0.11573674 -0.047935573 -0.13957964 -0.077930105 -0.0023208032 0.10598524 -0.15709706 -0.13691394 0.63020096 0.041913174 0.025154859 0.050727626 0.011536806 0.89644494 -0.059090015 	-2.5023142	0.060476268
1900	-0.12390331 -0.050524928 -0.14331797 -0.084737852 -0.015644002 0.10707881 -0.15611289 -0.13995698 0.63282276 0.044082916 0.015667276 0.06111149 0.014228682 0.90234794 -0.056818009 	-2.5016481	0.0088941985
