15
100	0.0091746111 0.016287143 0.017121614 0.020627028 0.033522126 0.046193774 0.030036185 0.032266013 0.060702735 0.043226006 0.040181954 0.067769323 0.058007832 0.075693055 0.10588195 	-1.3653844	0.0087923273
200	0.0063017559 0.012499341 0.0047173201 0.01606949 0.05626901 0.043068033 0.0081859713 0.018222197 0.1151881 -0.010965316 0.016244155 0.11282055 0.038833999 0.14752994 0.13609964 	-1.7340116	0.0516499
300	0.0019977117 0.0063689018 -0.0012067712 0.012093068 0.082049073 0.036246824 -0.0077075117 -4.3136833e-05 0.18742881 -0.020734047 0.012874626 0.17825029 0.023623115 0.24884844 0.12264526 	-2.0291558	5.6412515
400	-0.003513096 -0.0027044895 -0.0027311996 0.0047533941 0.10106912 0.023483584 -0.017546708 -0.019767471 0.26200645 -0.011330332 0.017441183 0.23209323 0.0010190131 0.35650636 0.050965512 	-2.2800901	0.049844929
500	-0.0054723454 -0.0044197973 -0.0066655377 -0.00060911629 0.11365515 0.022566898 -0.02025072 -0.020401813 0.33544763 -0.022401881 0.024803589 0.26027799 -0.002995772 0.46132856 -0.028471064 	-2.3947982	0.063310068
600	-0.0063664883 -0.0038600343 -0.013770914 -0.0032683211 0.12450121 0.020201807 -0.023532366 -0.016902903 0.40683543 -0.050079911 0.029814597 0.2647021 -0.0015609932 0.5557706 -0.0068026929 	-2.453039	0.032730911
700	-0.0077511057 -0.0038016241 -0.019079836 -0.0039333194 0.12004744 0.012438705 -0.023285923 -0.015665786 0.45966583 -0.062024649 0.042981152 0.23798407 -0.0025496987 0.62617296 -0.032921147 	-2.4830882	0.0078872157
800	-0.0093351188 -0.0034202516 -0.022159806 -0.0058621477 0.10825375 0.0047692595 -0.019299367 -0.017806438 0.50197732 -0.055557303 0.056847467 0.19375705 -0.016477023 0.67710147 -0.018931521 	-2.5075019	0.018245639
900	-0.010976282 -0.0023014274 -0.025165043 -0.0074633176 0.086502415 0.00060568272 -0.015793197 -0.020416315 0.53236732 -0.045060157 0.0682675 0.13101867 -0.032379646 0.71122244 -0.026058215 	-2.53417	0.015153357
1000	-0.011455968 0.00014473866 -0.026708339 -0.0066690102 0.06153733 0.0013407211 -0.012734173 -0.02138422 0.55674265 -0.030977309 0.079326931 0.06301463 -0.041373776 0.73672395 -0.010280292 	-2.5570391	0.01150251
1100	-0.011268396 -0.00017738999 -0.027910431 -0.0060291729 0.034539199 0.0018664919 -0.013612675 -0.024772473 0.57601906 -0.018305634 0.082414879 -0.0019321152 -0.051421968 0.75783082 0.00015613764 	-2.5666349	3.4248576
1200	-0.0095848438 -0.00020213869 -0.027470189 -0.0053776925 0.010452461 0.0032753691 -0.017827062 -0.029797053 0.59454134 -0.0071865497 0.074822494 -0.042077065 -0.061018551 0.78139535 0.0035977846 	-2.5615265	0.025715794
1300	-0.0056829492 -0.00057040191 -0.024237496 -0.0026358749 -0.0069083605 0.006325479 -0.024336877 -0.033423431 0.6136968 0.0011090953 0.062526515 -0.047588519 -0.060974696 0.81040179 0.0089096628 	-2.5642395	0.029271465
1400	-0.00044059619 -0.00093179433 -0.019708923 0.0011845448 -0.014996875 0.0079622687 -0.033817193 -0.036208678 0.62966405 -0.00025252829 0.049055553 -0.031992459 -0.052102158 0.83991315 0.0047248544 	-2.5691782	0.13613592
1500	0.0011763966 -0.0012381717 -0.014322592 -0.0018620819 -0.017100102 0.0059873942 -0.044960242 -0.040681343 0.63820211 -0.0026790827 0.03492066 -0.008549022 -0.043713432 0.8621384 -0.00037417901 	-2.56966	0.11218519
1600	-0.0028950726 -0.0010669532 -0.0079111412 -0.0058951667 -0.017126977 0.0030916179 -0.055292248 -0.046063183 0.63813699 -0.00072552772 0.022946127 0.010391606 -0.038249817 0.87324055 -0.0017404696 	-2.5673538	0.063160388
1700	-0.0054408813 0.00032162039 -0.00083370689 -0.0083722988 -0.017486572 0.0044021637 -0.061655252 -0.049199088 0.63129488 0.00083128844 0.015641716 0.012244707 -0.033240792 0.87372941 -0.0024136154 	-2.5670203	0.089289427
1800	-0.0061734594 -0.00048051267 0.003802081 -0.0089661769 -0.017929354 0.012367022 -0.061497928 -0.048379102 0.62042965 0.00077169026 0.014584403 -0.00034599493 -0.027121202 0.86626326 -0.00027033846 	-2.5701221	0.97982641
1900	-0.0054332296 -0.00024095055 0.0015741844 -0.0088890846 -0.017143817 0.022528421 -0.056211041 -0.04614005 0.60689523 0.0022232495 0.017083013 -0.014842948 -0.023737638 0.85306487 0.0023640803 	-2.5712831	0.042573534
2000	-0.0036526544 -0.001067935 -0.0037638704 -0.0093156318 -0.013393951 0.026492627 -0.049617629 -0.046034346 0.59195108 0.0034452613 0.019790395 -0.020287125 -0.02610776 0.83701462 0.0035462689 	-2.5717281	0.010710718
2100	-0.0007777008 -0.0018379845 -0.0054095958 -0.0092086444 -0.0057684128 0.022491968 -0.042940054 -0.047212809 0.57804793 0.0041555235 0.024133461 -0.014081333 -0.029398391 0.82223893 0.0022157703 	-2.5731245	0.041926515
2200	0.00019386353 -0.0015054643 -0.0048637951 -0.0076917236 0.0043536626 0.016088181 -0.035822953 -0.046585529 0.567209 -0.0018972176 0.029617595 0.00096136413 -0.029588137 0.81096943 -0.00039755838 	-2.5744831	0.22267729
2300	-0.0026269827 0.00029810149 -0.003179416 -0.0049720184 0.0081151314 0.012045002 -0.027434374 -0.043187617 0.55992586 -0.0087222093 0.035254219 0.012778929 -0.027686167 0.80271784 -0.0026618192 	-2.5730762	0.010198451
2400	-0.0043151274 -0.0010037076 -0.0010992591 -0.0023423941 0.0041814525 0.0094767297 -0.01948087 -0.039390212 0.55563024 -0.013712464 0.038530228 0.014468057 -0.028480855 0.79617027 -0.0022878876 	-2.5728669	0.02893686
2500	-0.004935135 -0.0014684375 -0.00019837044 5.0991106e-05 -0.0046935398 0.0069530579 -0.013106741 -0.036625651 0.55445988 -0.012704544 0.040018182 0.0089173279 -0.032264921 0.79199905 -0.00050287684 	-2.5732021	0.46869235
2600	-0.0044676725 -0.0012521502 -0.0018484299 -0.00062210216 -0.0095075109 0.0039483884 -0.010083786 -0.034976941 0.55684437 -0.0084857415 0.039555391 0.00067590586 -0.036380305 0.79186985 0.00092052831 	-2.5730176	0.10882006
2700	-0.002845274 -0.00034651784 -0.0029971889 -0.00080959775 -0.0082260936 0.0016116619 -0.011615375 -0.033511716 0.56297428 -0.007333911 0.036731125 -0.0021655186 -0.037399894 0.79697574 0.0011455111 	-2.5734029	0.036698359
2800	-2.9724633e-05 -0.00049574873 -0.0031897821 4.6194085e-05 -0.0018415486 0.0012826281 -0.01624527 -0.031620853 0.57163214 -0.0073739911 0.033473632 0.0031976927 -0.034234308 0.80601963 -0.0003505486 	-2.5745334	1.0900021
2900	-0.00087470114 -0.0011989758 -0.0029082092 -0.0013968022 0.0039047427 0.0018542613 -0.023428687 -0.030915044 0.58002665 -0.0079173226 0.029037123 0.0034725891 -0.031409232 0.81500473 -0.001087454 	-2.5743237	0.027720717
3000	-0.0025826375 -0.00077713267 -0.0010002479 -0.002274539 0.001865626 0.0038118909 -0.03071135 -0.031353373 0.58683125 -0.0031367519 0.025504407 -0.0026268829 -0.030125415 0.8218029 -0.00022634964 	-2.5747231	0.079063224
3100	-0.0033123676 1.4296918e-05 -0.00017202853 -0.0032648668 -0.004612498 0.0066697702 -0.038228897 -0.033087325 0.59148956 0.00067795696 0.020557103 -0.0069649833 -0.031976626 0.825709 0.0006814152 	-2.5744176	0.84681601
3200	-0.0025319983 -0.00019476145 -9.1427293e-05 -0.0027825066 -0.007472833 0.011707251 -0.043414619 -0.033725313 0.59473677 0.0011221591 0.01892761 -0.0050991144 -0.031316301 0.8283072 0.00050348884 	-2.5742824	0.18452676
3300	-0.00053383698 -0.00042462621 -0.00068657238 -0.0011840206 -0.0070622656 0.015542163 -0.047069948 -0.034420661 0.59575537 -0.0015950585 0.020723229 0.0011979324 -0.029019484 0.82897079 -0.00012239768 	-2.5742642	0.047630932
3400	-0.00056469988 -0.00097698285 -0.00071757657 7.313574e-05 -0.005032097 0.015070284 -0.050412815 -0.03719073 0.59366631 -0.0012174485 0.023272997 0.0017150896 -0.029516258 0.82616567 -0.00043776074 	-2.5744518	0.0342759
3500	-0.0018673558 -0.00029607099 -8.5806171e-05 -0.00082831289 -0.0013561811 0.014228709 -0.051160647 -0.039940748 0.58998309 0.00038536178 0.026192619 -0.0034689362 -0.032015101 0.82093021 0.00015110445 	-2.5746606	0.14283513
3600	-0.0017571238 -0.0004999599 6.6498461e-06 -0.00060070679 0.0022330751 0.016649959 -0.047322223 -0.040085926 0.58669125 -0.00018307997 0.03043561 -0.0038803522 -0.033154307 0.81557269 -4.6160509e-05 	-2.574729	1.0042706
3700	-0.00088145536 -0.0017820962 -0.00099788129 -0.00017506874 -0.00091887692 0.018214057 -0.042489038 -0.039584324 0.58337544 -0.0035597302 0.032477893 -0.0001518679 -0.035052328 0.81027038 -5.2150589e-06 	-2.5750327	0.35274591
3800	-5.1555712e-05 -0.0023155583 -0.00073716284 -0.00015761744 -0.0042959007 0.016525893 -0.037611069 -0.038852815 0.58011872 -0.0047863005 0.035165425 0.0025913896 -0.035072827 0.80601387 -8.1336126e-05 	-2.5748064	0.45535882
3900	-0.0012494311 -0.0023115945 1.4204374e-05 -0.00013536153 -0.0044127035 0.011850517 -0.033762809 -0.038337488 0.57727032 -0.0060177637 0.036862595 -0.0003187294 -0.034384893 0.8031189 0.00014840212 	-2.5748456	0.38254715
4000	-0.0012097722 -0.00092375769 -5.9536676e-05 -9.4105795e-05 -0.00036943198 0.0082426539 -0.029525949 -0.037065525 0.57604452 -0.0060451804 0.036821038 0.00018747444 -0.033741766 0.80229847 -0.00010967551 	-2.574983	0.24306478
4100	-0.00024095659 -0.00013149913 -0.000425729 -0.00020769381 0.0024963119 0.0065233085 -0.025806959 -0.035454897 0.57617197 -0.0074218188 0.03386701 0.00091243294 -0.034258722 0.80307399 -0.00031652807 	-2.5748176	0.19537256
4200	-0.00060129979 -0.0016133792 -0.00020436417 -0.00024633977 -0.001084701 0.0060540972 -0.02284852 -0.033540296 0.57714413 -0.0055840818 0.031505338 -0.00084772486 -0.033240998 0.80538717 0.00010993208 	-2.5749533	0.056652116
4300	-0.0012153004 -0.0025535033 -0.0013272199 -0.00066399331 -0.0039721826 0.0047531535 -0.023015781 -0.032832643 0.57816153 -0.0051923455 0.027718649 0.00078992733 -0.032477773 0.80849317 3.4198931e-05 	-2.5748951	0.087920396
4400	-0.00064491395 -0.0025236858 -0.0011798224 -8.3036019e-05 -0.0031080557 0.0040685002 -0.024912778 -0.032479135 0.57921702 -0.0030966054 0.024892699 -0.0005216011 -0.030364003 0.81220811 0 	-2.5750094	0.11423699
4500	-0.00023202097 -0.0015913949 -0.00062766602 -0.00050804281 0.00060679603 0.0044133801 -0.02848505 -0.032806501 0.57995324 -0.0026973982 0.021263681 -0.00015295186 -0.029126146 0.81550267 -0.00013406242 	-2.5750996	0.10391609
4600	-0.00063965426 0.0003090912 -0.00015232787 -0.00045026726 -1.3893607e-05 0.0065839508 -0.032121869 -0.033132965 0.5802849 -0.001117202 0.018793505 -0.00040963492 -0.027920098 0.81797765 -9.4706687e-05 	-2.5751409	3.110484
4700	-0.00019385847 -0.0013612665 -0.0013965524 -1.0846387e-05 -0.0032339226 0.0094942099 -0.035838504 -0.033778028 0.57995219 -0.00024860723 0.017231281 -0.00018788005 -0.027367541 0.8192321 -3.6079892e-05 	-2.575075	0.55199545
4800	-0.00031202252 -0.002307186 -0.0013272737 -2.0327406e-05 -0.0039094514 0.012587814 -0.038795654 -0.034510371 0.57920895 3.0213295e-05 0.017478925 -0.00034369428 -0.026956972 0.81949819 0 	-2.5750248	0.48242904
4900	-0.00010151529 -0.0022328053 0.00012587272 -8.127303e-06 -0.002044959 0.01463453 -0.040710073 -0.035557569 0.57819136 -0.00022298314 0.019552871 -0.00019401158 -0.027048623 0.81886131 -8.104132e-05 	-2.5750679	0.073369848
5000	-0.00012652347 -0.0014898636 -0.00093706363 8.6668291e-08 0.00094215414 0.014587748 -0.042117406 -0.037368926 0.57687382 -8.8117354e-05 0.021600277 -1.6636128e-05 -0.029078207 0.81714743 -0.00033403071 	-2.5750924	10.283973
5100	-6.2395776e-05 0.00029617942 -0.0011638956 0 -0.0012244148 0.014453695 -0.041710555 -0.038405873 0.57600917 -0.00024758115 0.024676696 -0.00015065681 -0.030766967 0.81522237 -6.0498208e-05 	-2.575135	0.11019705
5200	0 -0.0011565692 -0.00069825773 0 -0.0024187436 0.014591376 -0.039809363 -0.038380581 0.57589675 -0.0017513912 0.02777257 0 -0.031862261 0.81355461 9.1935849e-06 	-2.5751497	0.58510894
5300	0 -0.001880482 -3.0118218e-05 0 -0.00067445853 0.014323168 -0.037045197 -0.037731522 0.57650515 -0.0038210924 0.030306708 -3.3986412e-05 -0.032746497 0.81231396 -1.5785843e-06 	-2.5752039	0.62102716
5400	0 -0.0017029688 -0.0007406936 0 0.0004609773 0.012620142 -0.034212998 -0.037162497 0.57746355 -0.0047946747 0.032290339 0 -0.03373733 0.81138651 -0.00010452429 	-2.5751871	0.051703789
5500	0 -0.00073525872 -0.00059979984 0 -0.0017777101 0.0097553919 -0.031913696 -0.036883887 0.5785538 -0.004941623 0.033324319 0 -0.034930313 0.81072086 0 	-2.5751736	0.019875766
5600	0 -0.00023557257 -4.2046332e-05 0 -0.0009859534 0.0074031785 -0.030127494 -0.03635174 0.57988093 -0.0052498853 0.033323636 0 -0.035576841 0.81055835 0 	-2.5751774	0.24358117
5700	0 -0.001022335 -0.00036059148 0 0.00044349036 0.0066738352 -0.02872802 -0.035208895 0.58134227 -0.0055662529 0.032795532 0 -0.03495931 0.81090345 -0.00017604803 	-2.575155	0.035921993
5800	0 -0.00070931021 1.1616553e-05 0 -0.0014945151 0.0068507212 -0.028360497 -0.034154573 0.58246277 -0.0058740284 0.031433513 0 -0.033975661 0.81130089 -4.6511975e-06 	-2.5751499	1.2899463
5900	0 -2.2640677e-05 -2.1250464e-05 0 -0.00083556212 0.0068323351 -0.029439633 -0.033866228 0.58289557 -0.0050097703 0.02952045 0 -0.03319643 0.81149803 -1.154215e-05 	-2.5752005	0.76066491
6000	0 -0.00054408382 0 0 9.9429069e-05 0.0067638399 -0.031727366 -0.034201686 0.58260446 -0.003445891 0.027357066 0 -0.032487933 0.81143286 -0.00019068113 	-2.5752398	0.22099043
6100	0 6.4631437e-05 0 0 -0.0012249297 0.0079175437 -0.034262686 -0.034328972 0.58196652 -0.0022279658 0.025315367 0 -0.03122175 0.811321 -0.00010218588 	-2.5752371	0.023955933
